name,target_rva,reason
?_M_insert_overflow@?$vector@UBfmePod260@@V?$allocator@UBfmePod260@@@_STL@@@_STL@@IAEXPAUBfmePod260@@ABU3@ABU__false_type@2@I_N@Z,0x00542A25,Retracted flat POD construction assumption. Construct2CF8E8 calls copy2CF495 which copies a leading DWORD and two128-byte members through4548B. Full helper graph and260-byte stride verified; valid size-only allocation and plain assignment retained.
??$__uninitialized_copy@PBUBfmePod260@@PAU1@@_STL@@YAPAUBfmePod260@@PBU1@0PAU1@ABU__false_type@0@@Z,0x002CFA01,Retracted flat POD construction assumption. Construct2CF8E8 calls copy2CF495 which copies a leading DWORD and two128-byte members through4548B. Full helper graph and260-byte stride verified; valid size-only allocation and plain assignment retained.
??$_M_allocate_and_copy@PBUBfmePod260@@@?$vector@UBfmePod260@@V?$allocator@UBfmePod260@@@_STL@@@_STL@@IAEPAUBfmePod260@@IPBU2@0@Z,0x002CFC21,Retracted flat POD construction assumption. Construct2CF8E8 calls copy2CF495 which copies a leading DWORD and two128-byte members through4548B. Full helper graph and260-byte stride verified; valid size-only allocation and plain assignment retained.
?push_back@?$vector@UBfmePod60@@V?$allocator@UBfmePod60@@@_STL@@@_STL@@QAEXABUBfmePod60@@@Z,0x000BDAF3,Retracted POD construction assumption. Target ConstructB64F1 calls nontrivial copyB41EF which constructs three16-byte blocks then copies their values; assignment helpers callB4384. Size-only allocation and separate plain assignment helpers retained. Correct structured vector graph independently verified.
??4?$vector@UBfmePod60@@V?$allocator@UBfmePod60@@@_STL@@@_STL@@QAEAAV01@ABV01@@Z,0x000BC3C4,Retracted POD construction assumption. Target ConstructB64F1 calls nontrivial copyB41EF which constructs three16-byte blocks then copies their values; assignment helpers callB4384. Size-only allocation and separate plain assignment helpers retained. Correct structured vector graph independently verified.
??$__uninitialized_copy@PBUBfmePod60@@PAU1@@_STL@@YAPAUBfmePod60@@PBU1@0PAU1@ABU__false_type@0@@Z,0x000B651E,Retracted POD construction assumption. Target ConstructB64F1 calls nontrivial copyB41EF which constructs three16-byte blocks then copies their values; assignment helpers callB4384. Size-only allocation and separate plain assignment helpers retained. Correct structured vector graph independently verified.
??$__uninitialized_fill_n@PAUBfmePod60@@IU1@@_STL@@YAPAUBfmePod60@@PAU1@IABU1@ABU__false_type@0@@Z,0x000B6544,Retracted POD construction assumption. Target ConstructB64F1 calls nontrivial copyB41EF which constructs three16-byte blocks then copies their values; assignment helpers callB4384. Size-only allocation and separate plain assignment helpers retained. Correct structured vector graph independently verified.
??$_M_allocate_and_copy@PBUBfmePod60@@@?$vector@UBfmePod60@@V?$allocator@UBfmePod60@@@_STL@@@_STL@@IAEPAUBfmePod60@@IPBU2@0@Z,0x000B975D,Retracted POD construction assumption. Target ConstructB64F1 calls nontrivial copyB41EF which constructs three16-byte blocks then copies their values; assignment helpers callB4384. Size-only allocation and separate plain assignment helpers retained. Correct structured vector graph independently verified.
?_M_insert_overflow@?$vector@UBfmePod60@@V?$allocator@UBfmePod60@@@_STL@@@_STL@@IAEXPAUBfmePod60@@ABU3@ABU__false_type@2@I_N@Z,0x000BD15B,Retracted POD construction assumption. Target ConstructB64F1 calls nontrivial copyB41EF which constructs three16-byte blocks then copies their values; assignment helpers callB4384. Size-only allocation and separate plain assignment helpers retained. Correct structured vector graph independently verified.
??4?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@_STL@@QAEAAV01@ABV01@@Z,0x00019DE0,Retracted narrow string attribution. Full target calls wide102-byte assign dispatch130A0 with sixteen-bit element operations; complete wide assignment bodies23/36 independently reproduce these addresses. Incorrect private narrow dispatch pin130A0 removed; verified public narrow dispatch120F0 retained.
??$assign@PAD@?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@_STL@@QAEAAV01@PAD0@Z,0x00019DC0,Retracted narrow string attribution. Full target calls wide102-byte assign dispatch130A0 with sixteen-bit element operations; complete wide assignment bodies23/36 independently reproduce these addresses. Incorrect private narrow dispatch pin130A0 removed; verified public narrow dispatch120F0 retained.
?Rva0075ACADGet@@YAHXZ,0x0075ACAD,"Interior fragment, not a function: xor eax,eax; ret at 0x0075ACAD is the out-of-range arm of __RTC_GetErrDesc (msvcrt.lib userapi.obj, 24B at 0x0075AC98), the target of its jl at 0x0075AC9E and jge at 0x0075ACA3. The row's note claimed no branch sources."
?bfmeReleaseDWD@BfmeThingDWD@@QAEXXZ,0x00628CE7,"Renamed to its real identity ??1?$CComCritSecLock@VCComCriticalSection@ATL@@@ATL@@QAE@XZ: BfmeThingDWD is ATL 7.1 CComCritSecLock<CComCriticalSection> (atls.lib places ??1CComCritSecLock uniquely at 0x00628CE7). Body now in Code/Libraries/Source/ATL/atlcomcritseclock.cpp."
?bfmeLockDWD@BfmeThingDWD@@QAEHXZ,0x00628C56,"Renamed to its real identity ?Lock@?$CComCritSecLock@VCComCriticalSection@ATL@@@ATL@@QAEJXZ: BfmeThingDWD is ATL 7.1 CComCritSecLock<CComCriticalSection> (atls.lib places ??1CComCritSecLock uniquely at 0x00628CE7). Body now in Code/Libraries/Source/ATL/atlcomcritseclock.cpp."
?bfmeUnlockDWD@BfmeThingDWD@@QAEXXZ,0x00628CAD,"Renamed to its real identity ?Unlock@?$CComCritSecLock@VCComCriticalSection@ATL@@@ATL@@QAEXXZ: BfmeThingDWD is ATL 7.1 CComCritSecLock<CComCriticalSection> (atls.lib places ??1CComCritSecLock uniquely at 0x00628CE7). Body now in Code/Libraries/Source/ATL/atlcomcritseclock.cpp."
??0Rva009F69B1@@QAE@XZ,0x00628CFE,"Renamed to its real identity ??0_ATL_BASE_MODULE70@ATL@@QAE@XZ: atls.lib places that COMDAT uniquely here, and ??0CAtlBaseModule@ATL@@QAE@XZ (0x00628E28) calls it as its base constructor. Body now in Code/Libraries/Source/ATL/atlbasemodule.cpp."
?Rva0074CBB8Get@@YAHXZ,0x0074CBB8,"Interior fragment, not a function: xor eax,eax; ret at 0x0074CBB8 is the NULL arm of Lua 4.0 ldebug.c getluaproto (27B at 0x0074CBA0), the target of its je at 0x0074CBA2 and jne at 0x0074CBA7 and 0x0074CBB3. The row's note claimed no branch sources."
?Rva00021736Get@@YAHXZ,0x00021736,"Interior fragment, not a function: the code before it branches here (jl@0x000216A5, jg@0x000216AE, je@0x000216D9) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00030514Get@@YAHXZ,0x00030514,"Interior fragment, not a function: the code before it branches here (ja@0x0003050A) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva000310EBGet@@YAHXZ,0x000310EB,"Interior fragment, not a function: the code before it branches here (jne@0x000310A1, je@0x000310DF) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00040F61Get@@YA_NXZ,0x00040F61,"Interior fragment, not a function: the code before it branches here (je@0x00040F51) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00040FB2Get@@YA_NXZ,0x00040FB2,"Interior fragment, not a function: the code before it branches here (je@0x00040FA2) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00040FCAGet@@YA_NXZ,0x00040FCA,"Interior fragment, not a function: the code before it branches here (je@0x00040FBA) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00040FE2Get@@YA_NXZ,0x00040FE2,"Interior fragment, not a function: the code before it branches here (je@0x00040FD2) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00042FF5Get@@YAHXZ,0x00042FF5,"Interior fragment, not a function: the code before it branches here (je@0x00042FE9, je@0x00042FEF) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva000454B7Get@@YA_NXZ,0x000454B7,"Interior fragment, not a function: the code before it branches here (jne@0x000454AC) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0004E50FGet@@YA_NXZ,0x0004E50F,"Interior fragment, not a function: the code before it branches here (jl@0x0004E4F2, jl@0x0004E4F9, jge@0x0004E504, jge@0x0004E50A) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00050D50Get@@YAHXZ,0x00050D50,"Interior fragment, not a function: the code before it branches here (je@0x00050D4A) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00050D5DGet@@YAHXZ,0x00050D5D,"Interior fragment, not a function: the code before it branches here (je@0x00050D57) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00050DCDGet@@YA_NXZ,0x00050DCD,"Interior fragment, not a function: the code before it branches here (je@0x00050DC1) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00050DE0Get@@YA_NXZ,0x00050DE0,"Interior fragment, not a function: the code before it branches here (je@0x00050DD4) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00050DEDGet@@YAHXZ,0x00050DED,"Interior fragment, not a function: the code before it branches here (je@0x00050DE7) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0005155BGet@@YA_NXZ,0x0005155B,"Interior fragment, not a function: the code before it branches here (jle@0x0005152D, jg@0x00051532) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0005320CGet@@YA_NXZ,0x0005320C,"Interior fragment, not a function: the code before it branches here (je@0x000531FE, je@0x00053207) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00065E39Get@@YA_NXZ,0x00065E39,"Interior fragment, not a function: the code before it branches here (jne@0x00065E2D) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0006CEEBGet@@YAHXZ,0x0006CEEB,"Interior fragment, not a function: the code before it branches here (jne@0x0006CED9, je@0x0006CEE5) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00072580Get@@YA_NXZ,0x00072580,"Interior fragment, not a function: the code before it branches here (je@0x00072572) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00075692Get@@YAHXZ,0x00075692,"Interior fragment, not a function: the code before it branches here (je@0x00075686) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00075743Get@@YA_NXZ,0x00075743,"Interior fragment, not a function: the code before it branches here (je@0x00075733) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0007B716Get@@YAHXZ,0x0007B716,"Interior fragment, not a function: the code before it branches here (jbe@0x0007B710) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0007E3AEGet@@YAHXZ,0x0007E3AE,"Interior fragment, not a function: the code before it branches here (jne@0x0007E3A0, jne@0x0007E3A8) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0008BBDDGet@@YAHXZ,0x0008BBDD,"Interior fragment, not a function: the code before it branches here (je@0x0008BBCE, je@0x0008BBD7) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00094BEFGet@@YAHXZ,0x00094BEF,"Interior fragment, not a function: the code before it branches here (jp@0x00094BE9) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?get@Rva000A8AA2DwordField@@QBEHXZ,0x000A8AA2,"Interior fragment, not a function: the code before it branches here (je@0x000A8A9C) with no int3 padding in between, so these 4 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva000B19F8Get@@YAHXZ,0x000B19F8,"Interior fragment, not a function: the code before it branches here (jbe@0x000B19F2) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva000B2CE2Get@@YAHXZ,0x000B2CE2,"Interior fragment, not a function: the code before it branches here (je@0x000B2CD3, je@0x000B2CDC) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva000B2EB2Get@@YA_NXZ,0x000B2EB2,"Interior fragment, not a function: the code before it branches here (je@0x000B2E4E, jne@0x000B2E58, je@0x000B2E5E, jl@0x000B2E65) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva000B3148Get@@YAHXZ,0x000B3148,"Interior fragment, not a function: the code before it branches here (je@0x000B3140) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva000B3A7DGet@@YA_NXZ,0x000B3A7D,"Interior fragment, not a function: the code before it branches here (je@0x000B3A6F, je@0x000B3A78) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva000FBA47Get@@YAHXZ,0x000FBA47,"Interior fragment, not a function: the code before it branches here (je@0x000FBA2E, je@0x000FBA37) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva000FC943Get@@YAHXZ,0x000FC943,"Interior fragment, not a function: the code before it branches here (je@0x000FC92A, je@0x000FC933) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00104076Get@@YAHXZ,0x00104076,"Interior fragment, not a function: the code before it branches here (jp@0x00104061, jp@0x00104070) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0010615FGet@@YAHXZ,0x0010615F,"Interior fragment, not a function: the code before it branches here (je@0x00106158) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva001363C6Get@@YAHXZ,0x001363C6,"Interior fragment, not a function: the code before it branches here (je@0x001363C0) with no int3 padding in between, so these 6 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva001499A5Get@@YAHXZ,0x001499A5,"Interior fragment, not a function: the code before it branches here (je@0x00149988, je@0x00149992) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00149A6CGet@@YAHXZ,0x00149A6C,"Interior fragment, not a function: the code before it branches here (je@0x00149A57) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00149A8CGet@@YAHXZ,0x00149A8C,"Interior fragment, not a function: the code before it branches here (je@0x00149A77) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0014A07FGet@@YAHXZ,0x0014A07F,"Interior fragment, not a function: the code before it branches here (je@0x0014A078) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0014A0C6Get@@YAHXZ,0x0014A0C6,"Interior fragment, not a function: the code before it branches here (je@0x0014A0B8, je@0x0014A0BE) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva001542C3Get@@YAHXZ,0x001542C3,"Interior fragment, not a function: the code before it branches here (jb@0x001542B5, ja@0x001542BB) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0016ABD1Get@@YAHXZ,0x0016ABD1,"Interior fragment, not a function: the code before it branches here (je@0x0016ABC5, jle@0x0016ABCB) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0016ABF1Get@@YAHXZ,0x0016ABF1,"Interior fragment, not a function: the code before it branches here (je@0x0016ABE5, jle@0x0016ABEB) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00176D69Get@@YAHXZ,0x00176D69,"Interior fragment, not a function: the code before it branches here (je@0x00176D64) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00179930Get@@YAHXZ,0x00179930,"Interior fragment, not a function: the code before it branches here (je@0x00179902) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0017EF80Get@@YAHXZ,0x0017EF80,"Interior fragment, not a function: the code before it branches here (je@0x0017EF52) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0017EFC0Get@@YAHXZ,0x0017EFC0,"Interior fragment, not a function: the code before it branches here (je@0x0017EF92) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0017F000Get@@YAHXZ,0x0017F000,"Interior fragment, not a function: the code before it branches here (je@0x0017EFD2) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0017FB0CGet@@YAHXZ,0x0017FB0C,"Interior fragment, not a function: the code before it branches here (je@0x0017FB00) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00181242Get@@YAHXZ,0x00181242,"Interior fragment, not a function: the code before it branches here (jne@0x00181234, jne@0x0018123A) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva001D909EGet@@YAHXZ,0x001D909E,"Interior fragment, not a function: the code before it branches here (je@0x001D9091) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva001D9864Get@@YA_NXZ,0x001D9864,"Interior fragment, not a function: the code before it branches here (jne@0x001D9832, jne@0x001D9839, jl@0x001D985F) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva001DBB01Get@@YA_NXZ,0x001DBB01,"Interior fragment, not a function: the code before it branches here (je@0x001DBAFB) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva001E35C7Get@@YAHXZ,0x001E35C7,"Interior fragment, not a function: the code before it branches here (je@0x001E35C1) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva001E368BGet@@YAHXZ,0x001E368B,"Interior fragment, not a function: the code before it branches here (jl@0x001E367E, jg@0x001E3685) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva001E38B6Get@@YAHXZ,0x001E38B6,"Interior fragment, not a function: the code before it branches here (jbe@0x001E38B0) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva001E3952Get@@YA_NXZ,0x001E3952,"Interior fragment, not a function: the code before it branches here (je@0x001E393B) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva001E4012Get@@YAHXZ,0x001E4012,"Interior fragment, not a function: the code before it branches here (je@0x001E4009) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva001EB0C7Get@@YA_NXZ,0x001EB0C7,"Interior fragment, not a function: the code before it branches here (je@0x001EB0BE) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva001EB0E7Get@@YA_NXZ,0x001EB0E7,"Interior fragment, not a function: the code before it branches here (je@0x001EB0DE) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva001EB0F8Get@@YA_NXZ,0x001EB0F8,"Interior fragment, not a function: the code before it branches here (je@0x001EB0EF) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva001FF367Get@@YA_NXZ,0x001FF367,"Interior fragment, not a function: the code before it branches here (je@0x001FF35B) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?get@Rva00201ADEDwordField@@QBEHXZ,0x00201ADE,"Interior fragment, not a function: the code before it branches here (jne@0x00201AD9) with no int3 padding in between, so these 4 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00202028Get@@YAHXZ,0x00202028,"Interior fragment, not a function: the code before it branches here (jge@0x00202018) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00203B05Get@@YA_NXZ,0x00203B05,"Interior fragment, not a function: the code before it branches here (je@0x00203AED, je@0x00203AF5) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002146F4Get@@YA_NXZ,0x002146F4,"Interior fragment, not a function: the code before it branches here (je@0x002146E8) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00215ECBGet@@YAHXZ,0x00215ECB,"Interior fragment, not a function: the code before it branches here (je@0x00215EAB) with no int3 padding in between, so these 6 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00215EE9Get@@YAHXZ,0x00215EE9,"Interior fragment, not a function: the code before it branches here (je@0x00215ED4) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00219837Get@@YAHXZ,0x00219837,"Interior fragment, not a function: the code before it branches here (je@0x00219830) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002221A6Get@@YAHXZ,0x002221A6,"Interior fragment, not a function: the code before it branches here (je@0x00222197) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00238F8EGet@@YA_NXZ,0x00238F8E,"Interior fragment, not a function: the code before it branches here (je@0x00238F80, jne@0x00238F89) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0023C59CGet@@YA_NXZ,0x0023C59C,"Interior fragment, not a function: the code before it branches here (jne@0x0023C591) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0023C6FAGet@@YA_NXZ,0x0023C6FA,"Interior fragment, not a function: the code before it branches here (je@0x0023C6D6, jne@0x0023C6E0, jne@0x0023C6F5) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0023C921Get@@YAHXZ,0x0023C921,"Interior fragment, not a function: the code before it branches here (je@0x0023C909, je@0x0023C91B) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0025DD45Get@@YAHXZ,0x0025DD45,"Interior fragment, not a function: the code before it branches here (je@0x0025DD2A) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0025DE73Get@@YAHXZ,0x0025DE73,"Interior fragment, not a function: the code before it branches here (je@0x0025DE61) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002632C4Get@@YAHXZ,0x002632C4,"Interior fragment, not a function: the code before it branches here (je@0x002632B8, je@0x002632BE) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002632DEGet@@YAHXZ,0x002632DE,"Interior fragment, not a function: the code before it branches here (je@0x002632CC, je@0x002632D2, jne@0x002632D8) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0026EF31Get@@YA_NXZ,0x0026EF31,"Interior fragment, not a function: the code before it branches here (je@0x0026EF25) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0027175CGet@@YAHXZ,0x0027175C,"Interior fragment, not a function: the code before it branches here (je@0x0027174D, je@0x00271756) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva00271776Get@@YAHXZ,0x00271776,"Interior fragment, not a function: the code before it branches here (je@0x00271767, je@0x00271770) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0028AF94Get@@YAHXZ,0x0028AF94,"Interior fragment, not a function: the code before it branches here (je@0x0028AF8E) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0028AFCFGet@@YA_NXZ,0x0028AFCF,"Interior fragment, not a function: the code before it branches here (je@0x0028AFC2) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0028B13EGet@@YA_NXZ,0x0028B13E,"Interior fragment, not a function: the code before it branches here (jbe@0x0028B139) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?get@Rva0028B217DwordField@@QBEHXZ,0x0028B217,"Interior fragment, not a function: the code before it branches here (jbe@0x0028B212) with no int3 padding in between, so these 7 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0028B3A3Get@@YAHXZ,0x0028B3A3,"Interior fragment, not a function: the code before it branches here (je@0x0028B395) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?get@Rva0028B51EDwordField@@QBEHXZ,0x0028B51E,"Interior fragment, not a function: the code before it branches here (je@0x0028B518) with no int3 padding in between, so these 7 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0028B83FGet@@YAHXZ,0x0028B83F,"Interior fragment, not a function: the code before it branches here (je@0x0028B826, je@0x0028B830, je@0x0028B839) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0028B872Get@@YAHXZ,0x0028B872,"Interior fragment, not a function: the code before it branches here (je@0x0028B863, je@0x0028B86C) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0028B8A3Get@@YAHXZ,0x0028B8A3,"Interior fragment, not a function: the code before it branches here (je@0x0028B87D, je@0x0028B886, je@0x0028B88D, je@0x0028B89D) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0029A351Get@@YAHXZ,0x0029A351,"Interior fragment, not a function: the code before it branches here (je@0x0029A34C) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva0029A35FGet@@YAHXZ,0x0029A35F,"Interior fragment, not a function: the code before it branches here (je@0x0029A359) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002AA254Get@@YAHXZ,0x002AA254,"Interior fragment, not a function: the code before it branches here (je@0x002AA24A) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002AA359Get@@YA_NXZ,0x002AA359,"Interior fragment, not a function: the code before it branches here (jp@0x002AA348) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002AAD99Get@@YAHXZ,0x002AAD99,"Interior fragment, not a function: the code before it branches here (je@0x002AAD92) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002B225DGet@@YAHXZ,0x002B225D,"Interior fragment, not a function: the code before it branches here (je@0x002B2257) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002B256BGet@@YAHXZ,0x002B256B,"Interior fragment, not a function: the code before it branches here (je@0x002B2556, je@0x002B2565) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002B2B58Get@@YA_NXZ,0x002B2B58,"Interior fragment, not a function: the code before it branches here (je@0x002B2B46, je@0x002B2B4F) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002B2CC3Get@@YAHXZ,0x002B2CC3,"Interior fragment, not a function: the code before it branches here (jl@0x002B2CAE, jge@0x002B2CBD) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002B3750Get@@YA_NXZ,0x002B3750,"Interior fragment, not a function: the code before it branches here (je@0x002B3747) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
?Rva002C0A0CGet@@YAHXZ,0x002C0A0C,"Interior fragment, not a function: the code before it branches here (je@0x002C09E5, je@0x002C09EE) with no int3 padding in between, so these 3 bytes are an arm of the preceding function. Frag audit 2026-09-23."
